"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Andre Jackson","Los Angeles Dodgers","P",0,1000,0
"Shelby Miller","Los Angeles Dodgers","P",0,1000,0
"Jimmy Nelson","Los Angeles Dodgers","P",0,1000,0
"Zack Weiss","Los Angeles Angels","P",0,1000,0
"Tucker Davidson","Los Angeles Angels","P",0,1000,0
"Griffin Canning","Los Angeles Angels","P",0,1000,0
"Max Stassi","Los Angeles Angels","IF",0,1000,0
"Reid Detmers","Los Angeles Angels","P",0,1000,0
"Nathan Lukes","Toronto Blue Jays","OF",0,1000,0
"Trent Thornton","Toronto Blue Jays","P",0,1000,0
"Hyun Jin Ryu","Toronto Blue Jays","P",0,1000,0
"Yusei Kikuchi","Toronto Blue Jays","P",0,1000,0
"Luis Frías","Arizona Diamondbacks","P",0,1000,0
"Mark Melancon","Arizona Diamondbacks","P",0,1000,0
"Thomas Hatch","Toronto Blue Jays","P",0,1000,0
"J.P. Feyereisen","Los Angeles Dodgers","P",0,1000,0
"Chase Silseth","Los Angeles Angels","P",0,1000,0
"Corbin Martin","Arizona Diamondbacks","P",0,1000,0
"Daniel Hudson","Los Angeles Dodgers","P",0,1000,0
"Zach Davies","Arizona Diamondbacks","P",0,1000,0
"Noah Syndergaard","Los Angeles Dodgers","P",0,1000,0
"Zach Thompson","Toronto Blue Jays","P",0,1000,0
"Chris Rodriguez","Los Angeles Angels","P",0,1000,0
"Justin Bruihl","Los Angeles Dodgers","P",0,1000,0
"Mitch White","Toronto Blue Jays","P",0,1000,0
"Anthony Misiewicz","Arizona Diamondbacks","P",0,1000,0
"José Berríos","Toronto Blue Jays","P",0,1000,0
"Michael Grove","Los Angeles Dodgers","P",0,1000,0
"Tyler Anderson","Los Angeles Angels","P",0,1000,0
"Joe Mantiply","Arizona Diamondbacks","P",0,1000,0
"Chad Green","Toronto Blue Jays","P",0,1000,0
"Kevin Gausman","Toronto Blue Jays","P",0,1000,0
"Julio Urías","Los Angeles Dodgers","P",0,1000,0
"Nate Pearson","Toronto Blue Jays","P",0,1000,0
"Ryan Pepiot","Los Angeles Dodgers","P",0,1000,0
"Gavin Lux","Los Angeles Dodgers","IF",0,1000,0
"Alek Manoah","Toronto Blue Jays","P",0,1000,0
"Walker Buehler","Los Angeles Dodgers","P",0,1000,0
"José Marte","Los Angeles Angels","P",0,1000,0
"Justin Garza","Los Angeles Angels","P",0,1000,0
"Alex Reyes","Los Angeles Dodgers","P",0,1000,0
"José Suarez","Los Angeles Angels","P",0,1000,0
"Dustin May","Los Angeles Dodgers","P",0,1000,0
"Carson Kelly","Arizona Diamondbacks","IF",0,1000,0
"Tony Gonsolin","Los Angeles Dodgers","P",0,1000,0
"Blake Treinen","Los Angeles Dodgers","P",0,1000,0
"Victor González","Los Angeles Dodgers","P",0,1000,0
"Merrill Kelly","Arizona Diamondbacks","P",0,1000,0
"Jay Jackson","Toronto Blue Jays","P",0,1000,0
"Tommy Henry","Arizona Diamondbacks","P",0,1000,0
"Zac Gallen","Arizona Diamondbacks","P",0,1000,0
"Ryne Nelson","Arizona Diamondbacks","P",0,1000,0
