"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Shea Langeliers","Oakland Athletics","IF",2.3,NA,NA
"Mike Moustakas","Colorado Rockies","IF",2.1,NA,NA
"Cam Gallagher","Cleveland Guardians","IF",2.1,NA,NA
"Brent Rooker","Oakland Athletics","OF",2,NA,NA
"Matt Thaiss","Los Angeles Angels","IF",2,NA,NA
"Brian Serven","Colorado Rockies","IF",2,NA,NA
"Meibrys Viloria","Cleveland Guardians","IF",2,NA,NA
"David Fletcher","Los Angeles Angels","IF",1.9,NA,NA
"Harold Castro","Colorado Rockies","OF",1.8,1000,1.8018018018018
"Nick Allen","Oakland Athletics","IF",1.6,NA,NA
"Evan Phillips","Los Angeles Dodgers","P",0.8,NA,NA
"Emmanuel Clase","Cleveland Guardians","P",0.7,NA,NA
"Dinelson Lamet","Colorado Rockies","P",0.7,NA,NA
"Diego Castillo","Seattle Mariners","P",0.7,NA,NA
"Eli Morgan","Cleveland Guardians","P",0.6,NA,NA
"Tim Herrin","Cleveland Guardians","P",0.6,NA,NA
"Ryan Tepera","Los Angeles Angels","P",0.6,NA,NA
"Matt Moore","Los Angeles Angels","P",0.6,NA,NA
"Brent Suter","Colorado Rockies","P",0.5,NA,NA
"Aaron Loup","Los Angeles Angels","P",0.5,NA,NA
"Jaime Barría","Los Angeles Angels","P",0.5,NA,NA
"Carlos Estévez","Los Angeles Angels","P",0.5,NA,NA
"Brusdar Graterol","Los Angeles Dodgers","P",0.5,NA,NA
"James Karinchak","Cleveland Guardians","P",0.5,NA,NA
"Brad Hand","Colorado Rockies","P",0.5,NA,NA
"Jeurys Familia","Oakland Athletics","P",0.4,NA,NA
"Andrés Muñoz","Seattle Mariners","P",0.4,NA,NA
"Alex Vesia","Los Angeles Dodgers","P",0.4,NA,NA
"Paul Sewald","Seattle Mariners","P",0.4,NA,NA
"Trevor Stephan","Cleveland Guardians","P",0.4,NA,NA
"Enyel De Los Santos","Cleveland Guardians","P",0.2,NA,NA
"Nick Sandlin","Cleveland Guardians","P",0.2,NA,NA
"Phil Bickford","Los Angeles Dodgers","P",0.2,NA,NA
"Trevor May","Oakland Athletics","P",0.2,NA,NA
"Pierce Johnson","Colorado Rockies","P",0.2,NA,NA
"Jimmy Herget","Los Angeles Angels","P",0.2,NA,NA
"Penn Murfee","Seattle Mariners","P",0.2,NA,NA
"Andrew Wantz","Los Angeles Angels","P",0.2,NA,NA
"Matt Festa","Seattle Mariners","P",0.2,NA,NA
"Yency Almonte","Los Angeles Dodgers","P",0.2,NA,NA
"José Quijada","Los Angeles Angels","P",0.2,NA,NA
"Caleb Ferguson","Los Angeles Dodgers","P",0.2,NA,NA
"Matt Brash","Seattle Mariners","P",0.2,NA,NA
"Dany Jiménez","Oakland Athletics","P",0.1,1000,0.1001001001001
"Zach Jackson","Oakland Athletics","P",0.1,NA,NA
"Domingo Acevedo","Oakland Athletics","P",0.1,NA,NA
"Sam Moll","Oakland Athletics","P",0.1,NA,NA
"Trevor Gott","Seattle Mariners","P",0.1,NA,NA
"Justin Lawrence","Colorado Rockies","P",0.1,NA,NA
"Adrián Martínez","Oakland Athletics","P",0,1000,0
"Andre Jackson","Los Angeles Dodgers","P",0,1000,0
"Gabe Speier","Seattle Mariners","P",0,1000,0
"Shelby Miller","Los Angeles Dodgers","P",0,1000,0
"Jake Bird","Colorado Rockies","P",0,1000,0
"Nick Mears","Colorado Rockies","P",0,1000,0
"Dylan Moore","Seattle Mariners","OF",0,1000,0
"Easton McGee","Seattle Mariners","P",0,1000,0
"Lucas Gilbreath","Colorado Rockies","P",0,1000,0
"Max Stassi","Los Angeles Angels","IF",0,1000,0
"Alex Reyes","Los Angeles Dodgers","P",0,1000,0
"Triston McKenzie","Cleveland Guardians","P",0,1000,0
"Jimmy Nelson","Los Angeles Dodgers","P",0,1000,0
"Marco Gonzales","Seattle Mariners","P",0,1000,0
"Sam Hentges","Cleveland Guardians","P",0,1000,0
"Kirby Snead","Oakland Athletics","P",0,1000,0
"Robbie Ray","Seattle Mariners","P",0,1000,0
"José Marte","Los Angeles Angels","P",0,1000,0
"Cal Quantrill","Cleveland Guardians","P",0,1000,0
"Aaron Civale","Cleveland Guardians","P",0,1000,0
"Dustin May","Los Angeles Dodgers","P",0,1000,0
"Clayton Kershaw","Los Angeles Dodgers","P",0,1000,0
"Cody Morris","Cleveland Guardians","P",0,1000,0
"Randal Grichuk","Colorado Rockies","OF",0,1000,0
"Kyle Freeland","Colorado Rockies","P",0,1000,0
"Victor González","Los Angeles Dodgers","P",0,1000,0
"Jared Walsh","Los Angeles Angels","IF",0,1000,0
"Blake Treinen","Los Angeles Dodgers","P",0,1000,0
"Zach Plesac","Cleveland Guardians","P",0,1000,0
"Daniel Hudson","Los Angeles Dodgers","P",0,1000,0
"Peter Lambert","Colorado Rockies","P",0,1000,0
"Gavin Hollowell","Colorado Rockies","P",0,1000,0
"Justin Garza","Los Angeles Angels","P",0,1000,0
"J.P. Feyereisen","Los Angeles Dodgers","P",0,1000,0
"Brendan Rodgers","Colorado Rockies","IF",0,1000,0
"José Ureña","Colorado Rockies","P",0,1000,0
"Zack Weiss","Los Angeles Angels","P",0,1000,0
"Sean Bouchard","Colorado Rockies","IF",0,1000,0
"Austin Gomber","Colorado Rockies","P",0,1000,0
"Brennan Bernardino","Seattle Mariners","P",0,1000,0
"Walker Buehler","Los Angeles Dodgers","P",0,1000,0
"Shintaro Fujinami","Oakland Athletics","P",0,1000,0
"Freddy Tarnok","Oakland Athletics","P",0,1000,0
"Tony Gonsolin","Los Angeles Dodgers","P",0,1000,0
"Anthony Rendon","","IF",0,1000,0
"Daniel Bard","Colorado Rockies","P",0,1000,0
"Noah Syndergaard","Los Angeles Dodgers","P",0,1000,0
"Patrick Sandoval","Los Angeles Angels","P",0,1000,0
"Ken Waldichuk","Oakland Athletics","P",0,1000,0
"Gavin Lux","Los Angeles Dodgers","IF",0,1000,0
"James Kaprielian","Oakland Athletics","P",0,1000,0
"Ryan Rolison","Colorado Rockies","P",0,1000,0
"Tyler Anderson","Los Angeles Angels","P",0,1000,0
"Tyler Kinley","Colorado Rockies","P",0,1000,0
"Kyle Muller","Oakland Athletics","P",0,1000,0
"Tayler Saucedo","Seattle Mariners","P",0,1000,0
"Drew Rucinski","Oakland Athletics","P",0,1000,0
"Noah Davis","Colorado Rockies","P",0,1000,0
"Justin Bruihl","Los Angeles Dodgers","P",0,1000,0
"Paul Blackburn","Oakland Athletics","P",0,1000,0
"Logan Gilbert","Seattle Mariners","P",0,1000,0
"Ryan Pepiot","Los Angeles Dodgers","P",0,1000,0
"Antonio Senzatela","Colorado Rockies","P",0,1000,0
"Tucker Davidson","Los Angeles Angels","P",0,1000,0
"Chase Silseth","Los Angeles Angels","P",0,1000,0
"Michael Grove","Los Angeles Dodgers","P",0,1000,0
"Justin Topa","Seattle Mariners","P",0,1000,0
"Manny Piña","Oakland Athletics","IF",0,1000,0
"Griffin Canning","Los Angeles Angels","P",0,1000,0
"Chris Flexen","Seattle Mariners","P",0,1000,0
"Reid Detmers","Los Angeles Angels","P",0,1000,0
"Konnor Pilkington","Cleveland Guardians","P",0,1000,0
"Chris Rodriguez","Los Angeles Angels","P",0,1000,0
"George Kirby","Seattle Mariners","P",0,1000,0
"Ryan Feltner","Colorado Rockies","P",0,1000,0
"Hunter Gaddis","Cleveland Guardians","P",0,1000,0
"Taylor Trammell","Seattle Mariners","OF",0,1000,0
"Xzavion Curry","Cleveland Guardians","P",0,1000,0
"Adam Oller","Oakland Athletics","P",0,1000,0
"Ty Blach","Colorado Rockies","P",0,1000,0
"Connor Seabold","Colorado Rockies","P",0,1000,0
