"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Penn Murfee","Seattle Mariners","P",0.1,NA,NA
"Cole Sulser","Arizona Diamondbacks","P",0.1,NA,NA
"Matt Brash","Seattle Mariners","P",0.1,NA,NA
"Matt Festa","Seattle Mariners","P",0.1,NA,NA
"Kevin Ginkel","Arizona Diamondbacks","P",0.1,NA,NA
"Kyle Nelson","Arizona Diamondbacks","P",0.1,NA,NA
"Trevor Gott","Seattle Mariners","P",0,1000,0
"Andre Jackson","Los Angeles Dodgers","P",0,1000,0
"Shelby Miller","Los Angeles Dodgers","P",0,1000,0
"Dylan Moore","Seattle Mariners","OF",0,1000,0
"Justin Topa","Seattle Mariners","P",0,1000,0
"Hunter Gaddis","Cleveland Guardians","P",0,1000,0
"Joe Mantiply","Arizona Diamondbacks","P",0,1000,0
"Blake Treinen","Los Angeles Dodgers","P",0,1000,0
"Taylor Trammell","Seattle Mariners","OF",0,1000,0
"Luis Frías","Arizona Diamondbacks","P",0,1000,0
"J.P. Feyereisen","Los Angeles Dodgers","P",0,1000,0
"Shane Bieber","Cleveland Guardians","P",0,1000,0
"Tony Gonsolin","Los Angeles Dodgers","P",0,1000,0
"Easton McGee","Seattle Mariners","P",0,1000,0
"Zach Davies","Arizona Diamondbacks","P",0,1000,0
"Gabe Speier","Seattle Mariners","P",0,1000,0
"Robbie Ray","Seattle Mariners","P",0,1000,0
"Michael Grove","Los Angeles Dodgers","P",0,1000,0
"Victor González","Los Angeles Dodgers","P",0,1000,0
"Cody Morris","Cleveland Guardians","P",0,1000,0
"Zach Plesac","Cleveland Guardians","P",0,1000,0
"George Kirby","Seattle Mariners","P",0,1000,0
"Daniel Hudson","Los Angeles Dodgers","P",0,1000,0
"Noah Syndergaard","Los Angeles Dodgers","P",0,1000,0
"Zac Gallen","Arizona Diamondbacks","P",0,1000,0
"Luis Castillo","Seattle Mariners","P",0,1000,0
"Ryan Pepiot","Los Angeles Dodgers","P",0,1000,0
"Marco Gonzales","Seattle Mariners","P",0,1000,0
"Tayler Saucedo","Seattle Mariners","P",0,1000,0
"Carson Kelly","Arizona Diamondbacks","IF",0,1000,0
"Merrill Kelly","Arizona Diamondbacks","P",0,1000,0
"Julio Urías","Los Angeles Dodgers","P",0,1000,0
"Tommy Henry","Arizona Diamondbacks","P",0,1000,0
"Brennan Bernardino","Seattle Mariners","P",0,1000,0
"Jimmy Nelson","Los Angeles Dodgers","P",0,1000,0
"Konnor Pilkington","Cleveland Guardians","P",0,1000,0
"Sam Hentges","Cleveland Guardians","P",0,1000,0
"Walker Buehler","Los Angeles Dodgers","P",0,1000,0
"Mark Melancon","Arizona Diamondbacks","P",0,1000,0
"Triston McKenzie","Cleveland Guardians","P",0,1000,0
"Cal Quantrill","Cleveland Guardians","P",0,1000,0
"Alex Reyes","Los Angeles Dodgers","P",0,1000,0
"Gavin Lux","Los Angeles Dodgers","IF",0,1000,0
"Justin Bruihl","Los Angeles Dodgers","P",0,1000,0
"Ryne Nelson","Arizona Diamondbacks","P",0,1000,0
"Dustin May","Los Angeles Dodgers","P",0,1000,0
"Corbin Martin","Arizona Diamondbacks","P",0,1000,0
"Xzavion Curry","Cleveland Guardians","P",0,1000,0
