"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Adrian Morejon","San Diego Padres","P",0,1000,0
"Victor González","Los Angeles Dodgers","P",0,1000,0
"Kyle Wright","Atlanta Braves","P",0,1000,0
"Joe Mantiply","Arizona Diamondbacks","P",0,1000,0
"Julio Urías","Los Angeles Dodgers","P",0,1000,0
"Miguel Rojas","Los Angeles Dodgers","IF",0,1000,0
"Ryan Weathers","San Diego Padres","P",0,1000,0
"Bryce Elder","Atlanta Braves","P",0,1000,0
"Eguy Rosario","San Diego Padres","IF",0,1000,0
"Julio Teheran","","P",0,1000,0
"Gavin Lux","Los Angeles Dodgers","IF",0,1000,0
"Jared Shuster","Atlanta Braves","P",0,1000,0
"Tommy Henry","Arizona Diamondbacks","P",0,1000,0
"Corbin Martin","Arizona Diamondbacks","P",0,1000,0
"Michael Wacha","San Diego Padres","P",0,1000,0
"Blake Treinen","Los Angeles Dodgers","P",0,1000,0
"Ian Anderson","Atlanta Braves","P",0,1000,0
"Nick Martinez","San Diego Padres","P",0,1000,0
"Adam Engel","San Diego Padres","OF",0,1000,0
"J.P. Feyereisen","Los Angeles Dodgers","P",0,1000,0
"Dylan Dodd","Atlanta Braves","P",0,1000,0
"José Castillo","San Diego Padres","P",0,1000,0
"Madison Bumgarner","Arizona Diamondbacks","P",0,1000,0
"Jimmy Nelson","Los Angeles Dodgers","P",0,1000,0
"Michael Grove","Los Angeles Dodgers","P",0,1000,0
"Huascar Ynoa","Atlanta Braves","P",0,1000,0
"Kolby Allard","Atlanta Braves","P",0,1000,0
"Zach Davies","Arizona Diamondbacks","P",0,1000,0
"Michael Soroka","Atlanta Braves","P",0,1000,0
"Clayton Kershaw","Los Angeles Dodgers","P",0,1000,0
"Brent Honeywell Jr.","San Diego Padres","P",0,1000,0
"Max Fried","Atlanta Braves","P",0,1000,0
"Fernando Tatis Jr.","San Diego Padres","IF",0,1000,0
"Collin McHugh","Atlanta Braves","P",0,1000,0
"Pedro Avila","San Diego Padres","P",0,1000,0
"Joe Musgrove","San Diego Padres","P",0,1000,0
"Raisel Iglesias","Atlanta Braves","P",0,1000,0
"Luis Frías","Arizona Diamondbacks","P",0,1000,0
"Walker Buehler","Los Angeles Dodgers","P",0,1000,0
"Charlie Morton","Atlanta Braves","P",0,1000,0
"Ray Kerr","San Diego Padres","P",0,1000,0
"Alex Reyes","Los Angeles Dodgers","P",0,1000,0
"Tyler Matzek","Atlanta Braves","P",0,1000,0
"Tony Gonsolin","Los Angeles Dodgers","P",0,1000,0
"Seth Elledge","Atlanta Braves","P",0,1000,0
"Anthony Misiewicz","Arizona Diamondbacks","P",0,1000,0
"Zac Gallen","Arizona Diamondbacks","P",0,1000,0
"Justin Bruihl","Los Angeles Dodgers","P",0,1000,0
"Ryan Pepiot","Los Angeles Dodgers","P",0,1000,0
"Yu Darvish","San Diego Padres","P",0,1000,0
"Ryne Nelson","Arizona Diamondbacks","P",0,1000,0
"Carson Kelly","Arizona Diamondbacks","IF",0,1000,0
