"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Alejandro Kirk","Toronto Blue Jays","IF",2.7,33.4,2.78333333333333
"Whit Merrifield","Toronto Blue Jays","IF",2.6,35.1,2.67624633431085
"Gavin Sheets","Chicago White Sox","OF",2.6,35.6,2.67514450867052
"Brice Turang","Milwaukee Brewers","IF",2.6,NA,NA
"Jesse Winker","Milwaukee Brewers","OF",2.5,35.8,2.57183908045977
"Patrick Wisdom","Chicago Cubs","IF",2.5,NA,NA
"Yasmani Grandal","Chicago White Sox","IF",2.4,NA,NA
"Jake Meyers","Houston Astros","OF",2.3,35.9,2.36590257879656
"Dylan Carlson","St. Louis Cardinals","OF",2.3,35.9,2.36590257879656
"Santiago Espinal","Toronto Blue Jays","IF",2.3,NA,NA
"Victor Caratini","Milwaukee Brewers","IF",2.2,NA,NA
"Romy González","Chicago White Sox","IF",2.2,NA,NA
"Martín Maldonado","Houston Astros","IF",2.2,NA,NA
"Miles Mastrobuoni","Chicago Cubs","IF",2.1,NA,NA
"Yan Gomes","Chicago Cubs","IF",2.1,NA,NA
"Mauricio Dubón","Houston Astros","IF",2.1,NA,NA
"Hanser Alberto","Chicago White Sox","IF",2.1,NA,NA
"Luis Torrens","Chicago Cubs","IF",2,NA,NA
"Taylor Motter","St. Louis Cardinals","IF",1.3,1000,1.3013013013013
"Devin Williams","Milwaukee Brewers","P",1,35.8,1.02873563218391
"Jordan Romano","Toronto Blue Jays","P",0.7,35.9,0.720057306590258
"Keegan Thompson","Chicago Cubs","P",0.7,NA,NA
"Brad Boxberger","Chicago Cubs","P",0.7,NA,NA
"Hector Neris","Houston Astros","P",0.7,NA,NA
"Ryan Pressly","Houston Astros","P",0.7,NA,NA
"Adbert Alzolay","Chicago Cubs","P",0.7,NA,NA
"Ryan Helsley","St. Louis Cardinals","P",0.7,NA,NA
"Ryne Stanek","Houston Astros","P",0.6,NA,NA
"Giovanny Gallegos","St. Louis Cardinals","P",0.6,NA,NA
"Peter Strzelecki","Milwaukee Brewers","P",0.6,NA,NA
"Phil Maton","Houston Astros","P",0.6,NA,NA
"Gus Varland","Milwaukee Brewers","P",0.6,NA,NA
"Matt Bush","Milwaukee Brewers","P",0.6,NA,NA
"Michael Fulmer","Chicago Cubs","P",0.6,NA,NA
"Jake Diekman","Chicago White Sox","P",0.6,NA,NA
"Anthony Bass","Toronto Blue Jays","P",0.6,NA,NA
"Chris Stratton","St. Louis Cardinals","P",0.6,NA,NA
"Rafael Montero","Houston Astros","P",0.6,NA,NA
"Yimi García","Toronto Blue Jays","P",0.6,NA,NA
"Trevor Richards","Toronto Blue Jays","P",0.6,NA,NA
"Reynaldo López","Chicago White Sox","P",0.5,NA,NA
"Kendall Graveman","Chicago White Sox","P",0.5,NA,NA
"Adam Cimber","Toronto Blue Jays","P",0.5,NA,NA
"José Ruiz","Chicago White Sox","P",0.5,NA,NA
"Andre Pallante","St. Louis Cardinals","P",0.5,NA,NA
"Bryan Abreu","Houston Astros","P",0.3,NA,NA
"Erik Swanson","Toronto Blue Jays","P",0.2,NA,NA
"Tim Mayza","Toronto Blue Jays","P",0.2,NA,NA
"Hoby Milner","Milwaukee Brewers","P",0.2,NA,NA
"Aaron Bummer","Chicago White Sox","P",0.2,NA,NA
"Julian Merryweather","Chicago Cubs","P",0.2,NA,NA
"Mark Leiter Jr.","Chicago Cubs","P",0.2,NA,NA
"Zack Thompson","St. Louis Cardinals","P",0.1,1000,0.1001001001001
"Joe Kelly","Chicago White Sox","P",0.1,NA,NA
"Michael Rucker","Chicago Cubs","P",0.1,NA,NA
"Joel Payamps","Milwaukee Brewers","P",0.1,NA,NA
"Seth Martinez","Houston Astros","P",0.1,NA,NA
"Bryse Wilson","Milwaukee Brewers","P",0.1,NA,NA
"Javier Assad","Chicago Cubs","P",0.1,NA,NA
"Jimmy Lambert","Chicago White Sox","P",0.1,NA,NA
"Zach Pop","Toronto Blue Jays","P",0.1,NA,NA
"Jordan Hicks","St. Louis Cardinals","P",0.1,NA,NA
"Drew VerHagen","St. Louis Cardinals","P",0,1000,0
"Corbin Burnes","Milwaukee Brewers","P",0,1000,0
"Seiya Suzuki","Chicago Cubs","OF",0,1000,0
"Elvis Peguero","Milwaukee Brewers","P",0,1000,0
"Jameson Taillon","Chicago Cubs","P",0,1000,0
"Génesis Cabrera","St. Louis Cardinals","P",0,1000,0
"Adam Wainwright","St. Louis Cardinals","P",0,1000,0
"Hyun Jin Ryu","Toronto Blue Jays","P",0,1000,0
"Nick Padilla","Chicago White Sox","P",0,1000,0
"Steven Matz","St. Louis Cardinals","P",0,1000,0
"Hunter Brown","Houston Astros","P",0,1000,0
"Nathan Lukes","Toronto Blue Jays","OF",0,1000,0
"Hayden Wesneski","Chicago Cubs","P",0,1000,0
"Matt Foster","Chicago White Sox","P",0,1000,0
"Marcus Stroman","Chicago Cubs","P",0,1000,0
"Eric Lauer","Milwaukee Brewers","P",0,1000,0
"Adrian Sampson","Chicago Cubs","P",0,1000,0
"Liam Hendriks","Chicago White Sox","P",0,1000,0
"Blake Taylor","Houston Astros","P",0,1000,0
"Lance McCullers Jr.","Houston Astros","P",0,1000,0
"Parker Mushinski","Houston Astros","P",0,1000,0
"Enoli Paredes","Houston Astros","P",0,1000,0
"Jeremiah Estrada","Chicago Cubs","P",0,1000,0
"Freddy Peralta","Milwaukee Brewers","P",0,1000,0
"Lars Nootbaar","St. Louis Cardinals","OF",0,1000,0
"Adrian Houser","Milwaukee Brewers","P",0,1000,0
"Codi Heuer","Chicago Cubs","P",0,1000,0
"Jake Burger","Chicago White Sox","IF",0,1000,0
"Michael Brantley","Houston Astros","OF",0,1000,0
"Framber Valdez","Houston Astros","P",0,1000,0
"Ronel Blanco","Houston Astros","P",0,1000,0
"Mitch White","Toronto Blue Jays","P",0,1000,0
"Garrett Crochet","Chicago White Sox","P",0,1000,0
"Matthew Liberatore","St. Louis Cardinals","P",0,1000,0
"Yusei Kikuchi","Toronto Blue Jays","P",0,1000,0
"Matt Gage","Houston Astros","P",0,1000,0
"Jay Jackson","Toronto Blue Jays","P",0,1000,0
"J.J. Matijevic","","IF",0,1000,0
"Cristian Javier","Houston Astros","P",0,1000,0
"Jason Alexander","Milwaukee Brewers","P",0,1000,0
"Nate Pearson","Toronto Blue Jays","P",0,1000,0
"Ethan Roberts","Chicago Cubs","P",0,1000,0
"Tanner Banks","Chicago White Sox","P",0,1000,0
"JoJo Romero","St. Louis Cardinals","P",0,1000,0
"Chris Bassitt","Toronto Blue Jays","P",0,1000,0
"Brandon Bielak","Houston Astros","P",0,1000,0
"Zach Thompson","Toronto Blue Jays","P",0,1000,0
"Anthony Misiewicz","","P",0,1000,0
"Miles Mikolas","St. Louis Cardinals","P",0,1000,0
"Caleb Kilian","Chicago Cubs","P",0,1000,0
"Chad Green","Toronto Blue Jays","P",0,1000,0
"Paul DeJong","St. Louis Cardinals","IF",0,1000,0
"Justin Wilson","Milwaukee Brewers","P",0,1000,0
"Thomas Hatch","Toronto Blue Jays","P",0,1000,0
"Willson Contreras","St. Louis Cardinals","IF",0,1000,0
"Trent Thornton","Toronto Blue Jays","P",0,1000,0
"Tyson Miller","Milwaukee Brewers","P",0,1000,0
"A.J. Alexy","Chicago White Sox","P",0,1000,0
"Janson Junk","Milwaukee Brewers","P",0,1000,0
"Jordan Montgomery","St. Louis Cardinals","P",0,1000,0
"Tyrone Taylor","Milwaukee Brewers","OF",0,1000,0
"José Berríos","Toronto Blue Jays","P",0,1000,0
"Luis Garcia","Houston Astros","P",0,1000,0
"Wade Miley","Milwaukee Brewers","P",0,1000,0
"Ethan Small","Milwaukee Brewers","P",0,1000,0
"Jake Woodford","St. Louis Cardinals","P",0,1000,0
"Michael Kopech","Chicago White Sox","P",0,1000,0
"Lance Lynn","Chicago White Sox","P",0,1000,0
"Davis Martin","Chicago White Sox","P",0,1000,0
"Brandon Hughes","Chicago Cubs","P",0,1000,0
"Drew Smyly","Chicago Cubs","P",0,1000,0
"Jose Altuve","Houston Astros","IF",0,1000,0
"Jonathan Stiever","Chicago White Sox","P",0,1000,0
"Luis Urías","Milwaukee Brewers","IF",0,1000,0
"Frank German","Chicago White Sox","P",0,1000,0
"Javy Guerra","Milwaukee Brewers","P",0,1000,0
"Mike Clevinger","Chicago White Sox","P",0,1000,0
"Kyle Hendricks","Chicago Cubs","P",0,1000,0
"Aaron Ashby","Milwaukee Brewers","P",0,1000,0
"Alek Manoah","Toronto Blue Jays","P",0,1000,0
"Dylan Cease","Chicago White Sox","P",0,1000,0
"Dakota Hudson","St. Louis Cardinals","P",0,1000,0
"Packy Naughton","St. Louis Cardinals","P",0,1000,0
"Jake Walsh","St. Louis Cardinals","P",0,1000,0
"Jake Cousins","Milwaukee Brewers","P",0,1000,0
"Wilking Rodríguez","St. Louis Cardinals","P",0,1000,0
"Gregory Santos","Chicago White Sox","P",0,1000,0
