"","playerid","Name","pr","adp","R","HR","RBI","RC","AVG","OPS","IP","SO","QS","ERA","WHIP","SVHD","Year","ESPNID","ESPNNAME"
"19","2434","Nelson Cruz",10.1984860831298,"61",1.16559978663358,2.18752367188115,1.98059233492283,1.58326574234962,1.2132962933414,2.06820825400125,NA,NA,NA,NA,NA,NA,2020,6242,"Nelson Cruz"
"20","12161","Xander Bogaerts",10.0588101598704,"36",1.65110832125479,1.37807140495524,1.88357135563843,1.88197262864482,1.71643428107693,1.54765216830017,NA,NA,NA,NA,NA,NA,2020,31606,"Xander Bogaerts"
"21","3473","Anthony Rizzo",9.78515937095121,"39",1.65110832125479,1.37807140495524,1.78655037635404,1.87199503702791,1.33908079027529,1.75835344108394,NA,NA,NA,NA,NA,NA,2020,30782,"Anthony Rizzo"
"22","5417","Jose Altuve",9.59253060658143,"27",1.74821002817903,1.10825398264661,1.30144547993207,1.76364720251704,2.1357159375232,1.53525797578348,NA,NA,NA,NA,NA,NA,2020,31662,"Jose Altuve"
"23","17484","Eloy Jimenez",9.55803390877713,"48",1.26270149355782,2.18752367188115,1.78655037635404,1.60988667540932,1.2132962933414,1.4980753982334,NA,NA,NA,NA,NA,NA,2020,33867,"Eloy Jimenez"
"24","15640","Aaron Judge",9.52762780111088,"64",1.55400661433054,1.91770624957252,1.30144547993207,1.6910364697847,0.710158305605875,2.35327468188517,NA,NA,NA,NA,NA,NA,2020,33192,"Aaron Judge"
"25","13145","Josh Bell",9.51335369524655,"54",1.35980320048206,1.64788882726388,1.98059233492283,1.91363330834283,0.877870968184385,1.73356505605056,NA,NA,NA,NA,NA,NA,2020,32517,"Josh Bell"
"26","15429","Kris Bryant",9.5085423470705,"41",2.03951514895175,1.64788882726388,1.39846645921646,1.82653309624775,0.961727299473639,1.63441151591702,NA,NA,NA,NA,NA,NA,2020,33172,"Kris Bryant"
"27","13510","Jose Ramirez",9.49017930940267,"24",1.65110832125479,1.64788882726388,1.88357135563843,1.71912059427705,1.00365546511827,1.58483474585025,NA,NA,NA,NA,NA,NA,2020,32801,"Jose Ramirez"
"28","9218","Paul Goldschmidt",9.09174441519674,"45",1.65110832125479,1.64788882726388,1.68952939706965,1.81877643890203,0.835942802539757,1.44849862816663,NA,NA,NA,NA,NA,NA,2020,31027,"Paul Goldschmidt"
"29","12552","Eugenio Suarez",9.06652127755157,"74",1.35980320048206,2.18752367188115,1.78655037635404,1.63489761308464,0.500517477382739,1.59722893836694,NA,NA,NA,NA,NA,NA,2020,32367,"Eugenio Suarez"
"30","16997","Gleyber Torres",9.0625448575216,"31",1.55400661433054,1.91770624957252,1.78655037635404,1.55518019234123,0.961727299473639,1.28737412544963,NA,NA,NA,NA,NA,NA,2020,33804,"Gleyber Torres"
"31","5038","Josh Donaldson",9.04869161766851,"96",1.55400661433054,1.91770624957252,1.68952939706965,1.80393970522977,0.374732980448857,1.70877667101717,NA,NA,NA,NA,NA,NA,2020,29563,"Josh Donaldson"
"32","14344","Matt Olson",8.95936102326729,"53",1.35980320048206,2.45734109418979,1.98059233492283,1.59761038334703,0.16509215222572,1.39892185809986,NA,NA,NA,NA,NA,NA,2020,32767,"Matt Olson"
"33","4949","Giancarlo Stanton",8.92906006090748,"55",1.26270149355782,2.18752367188115,1.78655037635404,1.44290477683689,0.416661146093484,1.8327185961841,NA,NA,NA,NA,NA,NA,2020,30583,"Giancarlo Stanton"
"34","13613","Ketel Marte",8.88714897762538,"40",1.55400661433054,1.10825398264661,1.20442450064767,1.81360280511237,1.75836244672156,1.44849862816663,NA,NA,NA,NA,NA,NA,2020,32512,"Ketel Marte"
"35","11493","Manny Machado",8.84908780556972,"38",1.35980320048206,1.91770624957252,1.88357135563843,1.71342038208762,0.835942802539757,1.13864381524933,NA,NA,NA,NA,NA,NA,2020,31097,"Manny Machado"
"36","15672","Austin Meadows",8.67843639922146,"42",1.35980320048206,1.64788882726388,1.30144547993207,1.5711678523518,1.2132962933414,1.58483474585025,NA,NA,NA,NA,NA,NA,2020,33197,"Austin Meadows"
"37","12979","Javier Baez",8.58781091012731,"26",1.74821002817903,1.64788882726388,1.88357135563843,1.35649989452331,0.961727299473639,0.989913505049019,NA,NA,NA,NA,NA,NA,2020,32127,"Javier Baez"
"38","7859","Charlie Blackmon",8.56069710614316,"33",1.4569049074063,1.10825398264661,0.913361562794492,1.34342574475043,1.9680032749447,1.77074763360063,NA,NA,NA,NA,NA,NA,2020,31084,"Charlie Blackmon"
"39","16505","Matt Chapman",8.55433213651265,"73",1.74821002817903,2.18752367188115,1.68952939706965,1.66435822122481,0.0393076552918381,1.22540316286617,NA,NA,NA,NA,NA,NA,2020,33857,"Matt Chapman"
"40","11737","Nicholas Castellanos",8.53698500046147,"76",1.4569049074063,1.37807140495524,1.59250841778525,1.69558919914049,1.2132962933414,1.20061477783279,NA,NA,NA,NA,NA,NA,2020,31187,"Nicholas Castellanos"
"41","19611","Vladimir Guerrero Jr.",8.42617364083536,"78",1.06849807970933,1.10825398264661,1.49548743850086,1.66336638583515,1.71643428107693,1.37413347306648,NA,NA,NA,NA,NA,NA,2020,35002,"Vladimir Guerrero Jr."
"42","19709","Fernando Tatis Jr.",8.37631012223864,"32",1.74821002817903,1.64788882726388,1.20442450064767,1.45996879054677,1.00365546511827,1.31216251048302,NA,NA,NA,NA,NA,NA,2020,35983,"Fernando Tatis Jr."
"43","14566","Franmil Reyes",8.31374069200653,"118",1.06849807970933,2.45734109418979,1.59250841778525,1.42938686619558,0.416661146093484,1.3493450880331,NA,NA,NA,NA,NA,NA,2020,33339,"Franmil Reyes"
"44","15676","Jose Abreu",8.30351061301254,"71",1.26270149355782,1.64788882726388,1.88357135563843,1.41952944257918,1.08751179640752,1.00230769756571,NA,NA,NA,NA,NA,NA,2020,33095,"Jose Abreu"
"45","16556","Ozzie Albies",8.25168572165331,"37",1.84531173510327,0.838436560337971,1.30144547993207,1.67828005266579,1.54872161849842,1.03949027511579,NA,NA,NA,NA,NA,NA,2020,33783,"Ozzie Albies"
"46","16472","Rhys Hoskins",8.19273926757041,"98",1.55400661433054,2.18752367188115,1.78655037635404,1.72956707934851,-0.46383033244369,1.39892185809986,NA,NA,NA,NA,NA,NA,2020,35291,"Rhys Hoskins"
"47","12155","Eddie Rosario",8.18452690683606,"60",1.35980320048206,1.64788882726388,1.68952939706965,1.28409568363005,1.2132962933414,0.989913505049019,NA,NA,NA,NA,NA,NA,2020,31944,"Eddie Rosario"
"48","14221","Jorge Soler",8.15482869074882,"87",1.26270149355782,2.18752367188115,1.68952939706965,1.52542527301477,0.16509215222572,1.32455670299971,NA,NA,NA,NA,NA,NA,2020,32558,"Jorge Soler"
"49","10324","Marcell Ozuna",8.14266195427033,"66",1.26270149355782,1.64788882726388,1.78655037635404,1.45379485869426,0.877870968184385,1.11385543021594,NA,NA,NA,NA,NA,NA,2020,31668,"Marcell Ozuna"
"50","20003","Keston Hiura",8.13059585282351,"63",1.4569049074063,1.64788882726388,1.49548743850086,1.38801539928487,1.00365546511827,1.13864381524933,NA,NA,NA,NA,NA,NA,2020,39879,"Keston Hiura"
"51","16478","Kyle Schwarber",8.06541975432815,"89",1.16559978663358,2.18752367188115,1.49548743850086,1.48111872352024,0.0393076552918381,1.69638247850048,NA,NA,NA,NA,NA,NA,2020,33712,"Kyle Schwarber"
"52","2396","Carlos Santana",7.87462410720977,"102",1.65110832125479,1.37807140495524,1.59250841778525,1.77858431683334,0.248948483514975,1.22540316286617,NA,NA,NA,NA,NA,NA,2020,30280,"Carlos Santana"
"53","14128","Joey Gallo",7.72241349972087,"52",1.26270149355782,2.45734109418979,1.49548743850086,1.34183000529995,-0.841183823245336,2.00623729141779,NA,NA,NA,NA,NA,NA,2020,32818,"Joey Gallo"
"54","14162","Carlos Correa",7.71443018385685,"86",1.16559978663358,1.37807140495524,1.59250841778525,1.39770827200448,0.79401463689513,1.38652766558317,NA,NA,NA,NA,NA,NA,2020,32653,"Carlos Correa"
"55","13301","Max Muncy",7.63684042275608,"82",1.65110832125479,1.64788882726388,1.59250841778525,1.47481800563897,-0.128405007286671,1.39892185809986,NA,NA,NA,NA,NA,NA,2020,33303,"Max Muncy"
"56","16252","Trea Turner",7.62618655080661,"13",1.94241344202751,0.838436560337971,0.913361562794492,1.52202737536067,1.50679345285379,0.903154157432173,NA,NA,NA,NA,NA,NA,2020,33710,"Trea Turner"
"57","4892","Mike Moustakas",7.62128857591095,"97",1.26270149355782,1.91770624957252,1.88357135563843,1.3756728630671,0.290876649159602,0.890759964915481,NA,NA,NA,NA,NA,NA,2020,29999,"Mike Moustakas"
"58","5235","Justin Turner",7.46114285717162,"136",1.06849807970933,1.10825398264661,1.01038254207889,1.21956263158283,1.50679345285379,1.54765216830017,NA,NA,NA,NA,NA,NA,2020,29607,"Justin Turner"
"59","15362","Jeff McNeil",7.32487589692219,"80",1.4569049074063,0.568619138029334,1.01038254207889,1.36242907430885,1.80029061236619,1.12624962273263,NA,NA,NA,NA,NA,NA,2020,33900,"Jeff McNeil"
"60","16376","Michael Conforto",7.25065048547705,"95",1.16559978663358,1.64788882726388,1.39846645921646,1.39557065884284,0.207020317870347,1.43610443564994,NA,NA,NA,NA,NA,NA,2020,33711,"Michael Conforto"
"61","12533","Marcus Semien",7.2154598807137,"65",1.84531173510327,1.10825398264661,1.10740352136328,1.57361516801802,0.752086471250503,0.828789002332019,NA,NA,NA,NA,NA,NA,2020,32146,"Marcus Semien"
"62","4106","Michael Brantley",7.18131832043385,"99",1.16559978663358,0.568619138029334,1.30144547993207,1.35070421032911,1.84221877801081,0.952730927498942,NA,NA,NA,NA,NA,NA,2020,30043,"Michael Brantley"
"63","13152","Jorge Polanco",6.91531733271942,"137",1.55400661433054,0.568619138029334,1.20442450064767,1.52904200342721,1.25522445898603,0.804000617298635,NA,NA,NA,NA,NA,NA,2020,32525,"Jorge Polanco"
"64","17232","Yoan Moncada",6.90138925542408,"108",1.55400661433054,1.10825398264661,1.20442450064767,1.40899750224452,0.710158305605875,0.915548349948866,NA,NA,NA,NA,NA,NA,2020,33984,"Yoan Moncada"
"65","9241","Starling Marte",6.84090619749215,"30",1.55400661433054,0.838436560337971,1.10740352136328,1.0893333775638,1.42293712156454,0.828789002332019,NA,NA,NA,NA,NA,NA,2020,30830,"Starling Marte"
"66","12164","Miguel Sano",6.79570547709496,"128",1.06849807970933,2.18752367188115,1.39846645921646,1.08508683179251,-0.379974001154435,1.43610443564994,NA,NA,NA,NA,NA,NA,2020,31260,"Miguel Sano"
"67","13624","Corey Seager",6.64133952478508,"112",1.16559978663358,0.838436560337971,1.20442450064767,1.21437166993115,1.12943996205215,1.08906704518256,NA,NA,NA,NA,NA,NA,2020,32691,"Corey Seager"
"68","11739","J.T. Realmuto",6.55311115071312,"51",1.35980320048206,1.10825398264661,1.20442450064767,1.07007036819229,0.919799133829012,0.890759964915481,NA,NA,NA,NA,NA,NA,2020,32177,"J.T. Realmuto"
"69","6153","Eduardo Escobar",6.53588660054716,"110",1.16559978663358,1.37807140495524,1.68952939706965,1.29272552128034,0.416661146093484,0.593299344514866,NA,NA,NA,NA,NA,NA,2020,30272,"Eduardo Escobar"
"70","9112","Khris Davis",6.46880463193083,"151",1.16559978663358,2.18752367188115,1.78655037635404,1.10050824485735,-0.46383033244369,0.692452884648404,NA,NA,NA,NA,NA,NA,2020,31478,"Khris Davis"
"71","12144","Max Kepler",6.37159646975459,"113",1.55400661433054,1.37807140495524,1.20442450064767,1.25544955954705,0.0393076552918381,0.94033673498225,NA,NA,NA,NA,NA,NA,2020,31870,"Max Kepler"
"72","2151","Edwin Encarnacion",6.35731880873015,"145",1.06849807970933,1.91770624957252,1.49548743850086,1.01596111495205,-0.254189504220553,1.11385543021594,NA,NA,NA,NA,NA,NA,2020,5904,"Edwin Encarnacion"
"73","19612","Bo Bichette",6.17024283242211,"91",1.4569049074063,0.838436560337971,0.913361562794492,1.24064306708329,1.00365546511827,0.717241269681789,NA,NA,NA,NA,NA,NA,2020,38904,"Bo Bichette"
"74","9874","DJ LeMahieu",6.16883033320467,"67",1.4569049074063,0.298801715720697,0.816340583510098,1.14887081152521,1.84221877801081,0.605693537031558,NA,NA,NA,NA,NA,NA,2020,30765,"DJ LeMahieu"
"75","19198","Yuli Gurriel",6.15385470430474,"124",0.971396372785092,0.568619138029334,1.39846645921646,1.07809735935512,1.50679345285379,0.630481922064943,NA,NA,NA,NA,NA,NA,2020,36006,"Yulieski Gurriel"
"76","18015","Paul DeJong",6.13354154292565,"170",1.35980320048206,1.64788882726388,1.49548743850086,1.16837075577825,-0.0445486759974165,0.50653999689802,NA,NA,NA,NA,NA,NA,2020,35185,"Paul DeJong"
"77","17901","Andrew Benintendi",6.13057461624957,"101",1.4569049074063,0.568619138029334,1.10740352136328,1.37300083845655,0.919799133829012,0.704847077165097,NA,NA,NA,NA,NA,NA,2020,34986,"Andrew Benintendi"
"78","19326","Bryan Reynolds",6.00263078433967,"148",1.26270149355782,0.298801715720697,0.913361562794492,1.32561665843687,1.42293712156454,0.77921223226525,NA,NA,NA,NA,NA,NA,2020,38980,"Bryan Reynolds"
"79","19755","Shohei Ohtani",8.00317969653208,"70",0.680091252012367,0.838436560337971,1.01038254207889,0.822952727818267,1.12943996205215,1.43610443564994,0.100460615061634,1.0646398094993,0.332981271183114,0.829106323320387,0.454696364147219,-0.696112166629158,2020,39832,"Shohei Ohtani"
"80","13744","David Dahl",5.79716049705539,"133",0.87429466586085,0.838436560337971,0.816340583510098,0.933288359366982,1.17136812769678,1.16343220028271,NA,NA,NA,NA,NA,NA,2020,32698,"David Dahl"
"81","17027","Alex Verdugo",5.61818468905481,"193",0.680091252012367,0.298801715720697,0.62229862494131,1.03903351944789,1.92607510930007,1.05188446763248,NA,NA,NA,NA,NA,NA,2020,33786,"Alex Verdugo"
"82","2967","Tommy Pham",5.56778224535972,"62",1.16559978663358,0.568619138029334,0.62229862494131,1.11379659736013,1.04558363076289,1.05188446763248,NA,NA,NA,NA,NA,NA,2020,31208,"Tommy Pham"
"83","4229","Howie Kendrick",5.4603261318219,"218",0.485887838163883,0.298801715720697,0.62229862494131,0.628405318256212,2.26150043445709,1.16343220028271,NA,NA,NA,NA,NA,NA,2020,6524,"Howie Kendrick"
"84","9847","Andrew McCutchen",5.27184538081646,"158",1.26270149355782,0.838436560337971,0.719319604225704,1.11627521032503,0.332804814804229,1.00230769756571,NA,NA,NA,NA,NA,NA,2020,28701,"Andrew McCutchen"
"85","2136","David Peralta",5.19015544245326,"245",0.777192958936609,0.568619138029334,1.01038254207889,1.0539961223525,1.08751179640752,0.692452884648404,NA,NA,NA,NA,NA,NA,2020,33384,"David Peralta"
"86","11281","Whit Merrifield",5.18647006389466,"58",1.35980320048206,0.0289842934120606,0.62229862494131,1.22402145789088,1.50679345285379,0.444569034314558,NA,NA,NA,NA,NA,NA,2020,32422,"Whit Merrifield"
"87","15172","Tim Anderson",5.07198693370838,"115",1.35980320048206,0.568619138029334,0.913361562794492,0.953654656436397,1.12943996205215,0.147108413913943,NA,NA,NA,NA,NA,NA,2020,33184,"Tim Anderson"
"88","12546","C.J. Cron",5.03878846952362,"184",0.582989545088125,1.37807140495524,1.30144547993207,0.817740890773563,0.290876649159602,0.66766449961502,NA,NA,NA,NA,NA,NA,2020,32155,"C.J. Cron"
"89","17128","Ramon Laureano",5.01917795074651,"107",1.26270149355782,0.838436560337971,0.816340583510098,0.862055197570298,0.584373808671993,0.655270307098327,NA,NA,NA,NA,NA,NA,2020,35142,"Ramon Laureano"
"90","4316","Daniel Murphy",5.01297473622456,"228",0.582989545088125,0.298801715720697,0.913361562794492,0.852705484307496,1.54872161849842,0.816394809815327,NA,NA,NA,NA,NA,NA,2020,29200,"Daniel Murphy"
"91","18289","Brian Anderson",4.97118231169059,"176",0.971396372785092,0.838436560337971,0.913361562794492,1.05792047006948,0.584373808671993,0.605693537031558,NA,NA,NA,NA,NA,NA,2020,33776,"Brian Anderson"
"92","14811","Luke Voit",4.96416898055485,"208",0.777192958936609,1.10825398264661,0.816340583510098,0.919620338669447,0.290876649159602,1.05188446763248,NA,NA,NA,NA,NA,NA,2020,35201,"Luke Voit"
"93","4579","Starlin Castro",4.89755423082556,"204",0.777192958936609,0.568619138029334,1.01038254207889,0.935974050519125,1.29715262463066,0.308232916630943,NA,NA,NA,NA,NA,NA,2020,30450,"Starlin Castro"
"94","3410","Ryan Braun",4.83776165149508,"221",0.777192958936609,0.838436560337971,1.01038254207889,0.747167437303868,0.710158305605875,0.754423847231866,NA,NA,NA,NA,NA,NA,2020,28721,"Ryan Braun"
"95","19238","Lourdes Gurriel Jr.",4.8377444721563,"135",0.87429466586085,1.10825398264661,1.20442450064767,0.821978132048658,0.458589311738111,0.370203879214405,NA,NA,NA,NA,NA,NA,2020,36040,"Lourdes Gourriel"
"96","16219","J.D. Davis",4.80164081532828,"164",0.680091252012367,0.838436560337971,0.816340583510098,0.814434807112756,0.835942802539757,0.816394809815327,NA,NA,NA,NA,NA,NA,2020,33796,"J.D. Davis"
"97","4314","Joey Votto",4.79311981977866,"181",1.06849807970933,0.298801715720697,0.525277645656915,1.23581057381994,0.835942802539757,0.828789002332019,NA,NA,NA,NA,NA,NA,2020,28670,"Joey Votto"
"98","5760","Avisail Garcia",4.76598362129199,"212",0.680091252012367,0.838436560337971,1.01038254207889,0.753508761646815,0.877870968184385,0.605693537031558,NA,NA,NA,NA,NA,NA,2020,30729,"Avisail Garcia"
"99","13590","Jesse Winker",4.74860830185469,NA,0.582989545088125,0.298801715720697,0.331235687088127,0.842409887554815,1.38100895591991,1.31216251048302,NA,NA,NA,NA,NA,NA,2020,32833,"Jesse Winker"
"100","11442","Gary Sanchez",4.66423151620416,"79",0.680091252012367,1.64788882726388,1.10740352136328,0.616005395342457,-0.46383033244369,1.07667285266587,NA,NA,NA,NA,NA,NA,2020,31095,"Gary Sanchez"
"101","6012","Didi Gregorius",4.63425523216808,"186",1.06849807970933,0.838436560337971,1.30144547993207,0.800134589597818,0.416661146093484,0.209079376497405,NA,NA,NA,NA,NA,NA,2020,31376,"Didi Gregorius"
"102","19955","Gavin Lux",4.5330940034019,"147",1.06849807970933,0.568619138029334,0.62229862494131,0.935940949378701,0.79401463689513,0.543722574448097,NA,NA,NA,NA,NA,NA,2020,40423,"Gavin Lux"
"103","15112","Ryan McMahon",4.46406597522641,"214",0.777192958936609,0.838436560337971,1.01038254207889,0.882415781425913,0.374732980448857,0.580905151998174,NA,NA,NA,NA,NA,NA,2020,33247,"Ryan McMahon"
"104","18568","Luis Arraez",4.45766116400204,"179",0.87429466586085,-0.780467973513849,0.234214707803733,1.06043356856167,2.51306942832485,0.556116766964789,NA,NA,NA,NA,NA,NA,2020,39572,"Luis Arraez"
"105","11899","Joc Pederson",4.43923693144267,"140",0.777192958936609,1.10825398264661,0.816340583510098,0.640451250769858,-0.128405007286671,1.22540316286617,NA,NA,NA,NA,NA,NA,2020,31392,"Joc Pederson"
"106","13419","Christian Walker",4.42826993253568,"189",0.971396372785092,1.10825398264661,1.01038254207889,0.81902033963557,-0.0864768416420439,0.605693537031558,NA,NA,NA,NA,NA,NA,2020,32758,"Christian Walker"
"107","11205","Adam Eaton",4.41240004861645,"132",1.35980320048206,-0.240833128896576,0.331235687088127,0.992631577602607,1.33908079027529,0.630481922064943,NA,NA,NA,NA,NA,NA,2020,32068,"Adam Eaton"
"108","11609","Willson Contreras",4.38819090694996,"121",0.582989545088125,0.838436560337971,0.913361562794492,0.792655881459588,0.332804814804229,0.927942542465558,NA,NA,NA,NA,NA,NA,2020,32532,"Willson Contreras"
"109","15464","Hunter Renfroe",4.36438791405092,"229",0.777192958936609,1.91770624957252,1.10740352136328,0.733761936041872,-0.715399326311454,0.543722574448097,NA,NA,NA,NA,NA,NA,2020,33205,"Hunter Renfroe"
"110","10762","Corey Dickerson",4.35249974620959,"244",0.582989545088125,0.568619138029334,0.913361562794492,0.760194257670114,1.04558363076289,0.481751611864635,NA,NA,NA,NA,NA,NA,2020,31684,"Corey Dickerson"
"111","5222","Justin Upton",4.33708070274544,"180",0.971396372785092,1.37807140495524,1.20442450064767,0.807195310581122,-0.505758498088317,0.481751611864635,NA,NA,NA,NA,NA,NA,2020,28841,"Justin Upton"
"112","10243","Randal Grichuk",4.31523879022398,"250",0.777192958936609,1.64788882726388,1.20442450064767,0.774613368510555,-0.421902166799062,0.333021301664328,NA,NA,NA,NA,NA,NA,2020,31399,"Randal Grichuk"
"113","15117","Hunter Dozier",4.29145822808957,"196",0.87429466586085,0.838436560337971,1.01038254207889,0.968174449460682,0.0812358209364654,0.518934189414712,NA,NA,NA,NA,NA,NA,2020,33233,"Hunter Dozier"
"114","17838","Willie Calhoun",4.27244312136752,"166",0.582989545088125,0.838436560337971,0.719319604225704,0.684255039489222,0.668230139961248,0.77921223226525,NA,NA,NA,NA,NA,NA,2020,35238,"Willie Calhoun"
"115","18363","Victor Robles",4.22623262135144,"88",1.35980320048206,0.298801715720697,0.816340583510098,0.791963845657633,0.626301974316621,0.333021301664328,NA,NA,NA,NA,NA,NA,2020,35042,"Victor Robles"
"116","18882","Brandon Lowe",4.21090151862246,"190",0.87429466586085,1.10825398264661,0.913361562794492,0.82056299696438,-0.0864768416420439,0.580905151998174,NA,NA,NA,NA,NA,NA,2020,39961,"Brandon Lowe"
"117","sa3003396","Luis Robert",4.20964136886789,"116",0.971396372785092,0.838436560337971,0.913361562794492,0.670047874514514,0.458589311738111,0.357809686697712,NA,NA,NA,NA,NA,NA,2020,NA,NA
"118","11445","Mark Canha",4.10772558842545,"225",0.87429466586085,0.838436560337971,0.62229862494131,0.780657154494541,0.0393076552918381,0.952730927498942,NA,NA,NA,NA,NA,NA,2020,31670,"Mark Canha"
"119","3516","Eric Hosmer",4.0991887337742,"206",0.87429466586085,0.568619138029334,1.30144547993207,0.976972777694904,0.416661146093484,-0.0388044738364409,NA,NA,NA,NA,NA,NA,2020,30993,"Eric Hosmer"
"120","11368","Yasmani Grandal",4.05398042865655,"100",0.777192958936609,1.10825398264661,0.913361562794492,0.915001639423893,-0.46383033244369,0.804000617298635,NA,NA,NA,NA,NA,NA,2020,30950,"Yasmani Grandal"
"121","11265","Jonathan Schoop",3.99974894159922,"284",0.680091252012367,1.10825398264661,0.913361562794492,0.657004412710583,0.332804814804229,0.308232916630943,NA,NA,NA,NA,NA,NA,2020,31988,"Jonathan Schoop"
"122","18360","Austin Riley",3.96143215213725,"270",0.777192958936609,1.10825398264661,1.10740352136328,0.652417662162862,-0.128405007286671,0.444569034314558,NA,NA,NA,NA,NA,NA,2020,34982,"Austin Riley"
"123","15161","Mitch Garver",3.81268868707347,"122",0.582989545088125,0.838436560337971,0.62229862494131,0.519550347392338,0.123163986581093,1.12624962273263,NA,NA,NA,NA,NA,NA,2020,33667,"Mitch Garver"
"124","14503","Renato Nunez",3.7480330393692,"242",0.680091252012367,1.37807140495524,1.20442450064767,0.713565880899862,-0.338045835509808,0.109925836363867,NA,NA,NA,NA,NA,NA,2020,32778,"Renato Nunez"
"125","9077","Lorenzo Cain",3.70791802059353,"156",1.16559978663358,0.0289842934120606,0.331235687088127,0.942732455043749,1.12943996205215,0.109925836363867,NA,NA,NA,NA,NA,NA,2020,29416,"Lorenzo Cain"
"126","14553","Nomar Mazara",3.62019542489645,"259",0.680091252012367,0.838436560337971,1.10740352136328,0.624838150554258,0.123163986581093,0.246261954047482,NA,NA,NA,NA,NA,NA,2020,32820,"Nomar Mazara"
"127","3711","Eric Thames",3.57165174074785,"303",0.777192958936609,1.10825398264661,0.719319604225704,0.606672113145143,-0.505758498088317,0.865971579882096,NA,NA,NA,NA,NA,NA,2020,30709,"Eric Thames"
