playerid,me,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,ERA,WHIP,SVHD,Year
9929,Darin Ruf,2.284486655,,0.067710821,0.319296575,0.147067829,0.201300306,0.375293552,1.173817572,,,,,,,2022
15440,Matthew Boyd,2.268322477,,,,,,,,0.37537206,0.617103098,0.397113864,0.3612506,1.055065875,-0.53758302,2022
15009,Kyle Finnegan,2.264414282,,,,,,,,0.115954301,-0.571098736,0.161768565,0.379543198,-0.456855258,2.635102213,2022
12371,Tommy La Stella,2.253792267,,0.377615923,-0.082840169,0.216887345,0.372342134,1.007648372,0.362138662,,,,,,,2022
13769,Adalberto Mondesi,2.242563508,228,0.894124425,0.520364946,0.600894685,0.360571902,0.059116142,-0.192508593,,,,,,,2022
10061,Brooks Raley,2.236802965,,,,,,,,-0.229936045,-0.571098736,-0.09497176,1.074661892,0.8771928,1.180954815,2022
13761,Chris Stratton,2.211710159,,,,,,,,0.137572447,-0.571098736,0.183163592,0.324665406,-0.101109109,2.238516559,2022
17838,Willie Calhoun,2.205298922,,0.308748122,0.41983076,0.356526378,0.400648898,0.465629955,0.253914808,,,,,,,2022
11487,Joely Rodríguez,2.204235805,,,,,,,,-0.056990872,-0.571098736,0.012003375,1.074661892,0.432510114,1.313150033,2022
9434,Dallas Keuchel,2.187745567,,,,,,,,1.888642324,1.330024199,0.803619379,-0.352160691,-0.812601406,-0.669778238,2022
9111,Brad Hand,2.174570199,334,,,,,,,-0.056990872,-0.571098736,0.05479343,0.471006184,0.699319726,1.577540469,2022
18819,Andy Ibáñez,2.172294038,,0.136578622,0.218762389,0.112158071,0.276536525,0.917311969,0.510946463,,,,,,,2022
7982,Anthony Bass,2.172222014,,,,,,,,0.051099861,-0.571098736,-0.030786679,0.580761767,0.432510114,1.709735687,2022
18152,Anthony Misiewicz,2.153451558,,,,,,,,-0.100227166,-0.571098736,-0.073576733,0.489298781,0.699319726,1.709735687,2022
20369,Matt Manning,2.143429301,,,,,,,,1.499515685,1.330024199,0.889199488,-0.626549649,-0.278982183,-0.669778238,2022
17783,Jake Brentz,2.132423433,,,,,,,,-0.078609019,-0.571098736,0.140373538,0.946613711,-0.278982183,1.974126123,2022
sa3005720,Julio Rodríguez,2.113370091,285,0.067710821,-0.082840169,0.007428797,0.092547182,1.233489379,0.795034081,,,,,,,2022
11200,Kole Calhoun,2.103051204,,0.549785424,0.821967504,0.600894685,0.463255443,-0.573238678,0.240386826,,,,,,,2022
10133,Brad Boxberger,2.090572048,,,,,,,,0.072718007,-0.571098736,0.311533755,0.269787614,0.165700503,1.841930905,2022
6397,Jake Odorizzi,2.084182744,,,,,,,,0.872589433,0.379462731,0.782224352,-0.022893941,0.610383189,-0.53758302,2022
19955,Gavin Lux,2.078274359,306,0.377615923,0.017694017,0.286706862,0.27959228,0.646302761,0.470362517,,,,,,,2022
19260,Jake Fraley,2.045826729,,0.412049823,0.319296575,0.391436136,0.326150414,-0.076388462,0.673282245,,,,,,,2022
16814,Tim Hill,2.031393015,,,,,,,,-0.121845312,-0.571098736,-0.159156842,0.873443322,0.432510114,1.577540469,2022
27468,Reid Detmers,2.013194513,,,,,,,,0.807734993,0.854743465,0.953384569,-0.187527316,0.25463704,-0.669778238,2022
16939,Lane Thomas,2.012072418,,0.618653224,0.319296575,0.49616541,0.418543101,-0.121556664,0.280970771,,,,,,,2022
20517,Nick Sandlin,2.007530004,,,,,,,,-0.186699752,-0.571098736,0.140373538,1.275880461,0.432510114,0.916564378,2022
7593,Jordan Lyles,2.007378931,,,,,,,,1.931878617,1.805304932,1.31710003,-1.742398079,-0.634728332,-0.669778238,2022
17610,Tanner Rainey,1.967997303,,,,,,,,-0.056990872,-0.571098736,0.354323809,-0.114356927,-0.278982183,2.635102213,2022
17992,David Fletcher,1.964766653,195,0.962992226,-0.686045285,0.356526378,0.745679674,1.27865758,-0.69304392,,,,,,,2022
sa3010616,Matt Brash,1.954631854,,,,,,,,0.721262406,0.617103098,0.846409433,0.141739434,0.165700503,-0.53758302,2022
19343,A.J. Puk,1.950956751,,,,,,,,0.332135767,-0.095818002,0.439903918,0.324665406,0.165700503,0.78436916,2022
13649,Clay Holmes,1.939623503,,,,,,,,0.072718007,-0.571098736,0.204558619,0.800272933,-0.012172572,1.445345251,2022
19293,Nick Senzel,1.92546186,,0.377615923,-0.082840169,0.147067829,0.276391811,0.872143768,0.335082699,,,,,,,2022
14843,Michael Lorenzen,1.917682885,,,,,,,,0.786116846,0.379462731,0.504088999,0.050276448,-0.190045646,0.387783506,2022
17586,Tanner Scott,1.893298676,,,,,,,,-0.035372726,-0.571098736,0.268743701,0.800272933,-0.278982183,1.709735687,2022
13942,Brent Suter,1.886530235,,,,,,,,0.224045034,-0.571098736,0.097583484,0.873443322,0.610383189,0.652173942,2022
20373,Andrés Muñoz,1.879396342,,,,,,,,-0.251554192,-0.571098736,0.076188457,1.586854613,0.25463704,0.78436916,2022
17620,Myles Straw,1.871788073,264,1.238463427,-0.686045285,0.181977587,0.683148604,0.917311969,-0.463068229,,,,,,,2022
27459,Yoshi Tsutsugo,1.844246877,,0.549785424,0.620899132,0.670714201,0.525316503,-0.708743282,0.186274899,,,,,,,2022
7739,Travis d'Arud,1.826889828,263,0.205446422,0.319296575,0.49616541,0.284996916,0.375293552,0.145690953,,,,,,,2022
8202,Josh Harrison,1.824099864,332,0.308748122,-0.183374355,0.286706862,0.375847491,1.052816573,-0.016644829,,,,,,,2022
10323,Rafael Ortega,1.815222218,,0.618653224,0.118228203,0.251797104,0.400255056,0.375293552,0.05099508,,,,,,,2022
18171,Seth Brown,1.804043273,,0.549785424,0.92250169,0.810353234,0.350655421,-0.799079685,-0.030172811,,,,,,,2022
18064,Phil Maton,1.801192627,,,,,,,,0.094336154,-0.571098736,0.311533755,0.617346961,0.432510114,0.916564378,2022
10430,Mychal Givens,1.799701987,,,,,,,,-0.035372726,-0.571098736,0.140373538,0.214909823,0.076763966,1.974126123,2022
16512,Isiah Kiner-Falefa,1.789109054,293,0.721954924,-0.384442727,0.286706862,0.552445157,1.143152976,-0.530708138,,,,,,,2022
6986,Ian Kennedy,1.788559562,,,,,,,,-0.035372726,-0.571098736,0.076188457,0.306372809,0.699319726,1.313150033,2022
17369,Brett Martin,1.787509388,,,,,,,,0.051099861,-0.571098736,-0.201946896,0.855150725,0.076763966,1.577540469,2022
19403,Colin Poche,1.769733559,,,,,,,,-0.316408632,-0.571098736,-0.052181706,1.129539683,1.588685098,-0.008802148,2022
13763,Dominic Leone,1.768400788,,,,,,,,-0.013754579,-0.571098736,0.033398402,0.708809947,0.165700503,1.445345251,2022
13338,Omar rváez,1.768091394,284,0.343182023,0.118228203,0.356526378,0.411058048,0.420461753,0.118634989,,,,,,,2022
18795,Ramón Urías,1.754247914,,0.377615923,0.118228203,0.391436136,0.458791258,0.330125351,0.078051044,,,,,,,2022
13620,Carson Kelly,1.747831666,316,0.239880322,0.41983076,0.461255652,0.372754951,-0.121556664,0.375666644,,,,,,,2022
5297,Aaron Hicks,1.739939578,,0.549785424,0.520364946,0.461255652,0.469386028,-0.663575081,0.402722608,,,,,,,2022
5452,Ji-Man Choi,1.73317226,,0.377615923,0.41983076,0.565984927,0.463448299,-0.482902275,0.389194626,,,,,,,2022
11384,Tommy Kahnle,1.730205961,,,,,,,,-0.402881218,-0.571098736,-0.159156842,1.550269419,1.321875486,-0.008802148,2022
1247,Adam Ottavino,1.722407174,,,,,,,,0.029481714,-0.571098736,0.311533755,0.653932156,-0.278982183,1.577540469,2022
1744,Miguel Cabrera,1.700633136,310,0.205446422,0.218762389,0.670714201,0.436453147,0.375293552,-0.206036574,,,,,,,2022
20391,Luis García,1.699938219,,0.274314222,0.017694017,0.181977587,0.180836923,1.007648372,0.037467098,,,,,,,2022
14813,Kyle Farmer,1.674728409,,0.308748122,0.118228203,0.461255652,0.328342794,0.555966358,-0.09781272,,,,,,,2022
20160,te Pearson,1.667647123,336,,,,,,,0.37537206,0.379462731,0.546879053,0.471006184,0.432510114,-0.53758302,2022
6399,José Cisnero,1.667408132,,,,,,,,0.094336154,-0.571098736,0.161768565,0.727102545,-0.190045646,1.445345251,2022
17735,Tyler Alexander,1.658442175,,,,,,,,0.937443872,0.141822364,0.568274081,-0.059479135,0.343573577,-0.273192584,2022
16909,Colin Moran,1.650294476,,0.067710821,0.218762389,0.391436136,0.185200458,0.465629955,0.321554717,,,,,,,2022
19680,Sixto Sánchez,1.614725477,,,,,,,,-0.013754579,0.379462731,-0.137761815,1.001491503,1.055065875,-0.669778238,2022
sa3011643,Adley Rutschman,1.613679985,261,0.136578622,0.118228203,0.181977587,0.263599595,0.375293552,0.538002426,,,,,,,2022
9077,Lorenzo Cain,1.57020484,,0.412049823,-0.283908541,0.181977587,0.345890849,0.917311969,-0.003116847,,,,,,,2022
17780,José Alvarado,1.566772408,,,,,,,,-0.056990872,-0.571098736,0.268743701,1.074661892,-0.990474481,1.841930905,2022
18839,Josh ylor,1.55922852,,0.067710821,0.017694017,0.147067829,0.17822557,0.826975566,0.321554717,,,,,,,2022
14712,Manuel Margot,1.556028395,,0.480917623,-0.082840169,0.356526378,0.316214962,0.555966358,-0.070756756,,,,,,,2022
12880,Tyler Anderson,1.529415566,,,,,,,,1.045534606,0.617103098,0.632459162,-0.571671857,0.343573577,-0.53758302,2022
15288,Adam Cimber,1.527604955,,,,,,,,0.094336154,-0.571098736,-0.24473695,0.635639559,0.432510114,1.180954815,2022
17677,Jeffrey Springs,1.527090931,,,,,,,,-0.338026779,-0.571098736,-0.052181706,1.221002669,1.144002412,0.12339307,2022
3184,David Price,1.487151287,,,,,,,,0.353753914,0.141822364,0.247348674,0.452713586,0.432510114,-0.140997366,2022
19352,Sean Murphy,1.482145392,269,0.308748122,0.721433318,0.531075169,0.420885459,-0.753911484,0.253914808,,,,,,,2022
19911,José Suarez,1.477588416,,,,,,,,1.369806805,0.617103098,1.081754732,-0.55337926,-0.36791872,-0.669778238,2022
sa917952,Jose Miranda,1.471516462,,-0.17332648,-0.183374355,-0.132210236,-0.095376677,1.368993983,0.686810226,,,,,,,2022
13853,Joey Wendle,1.467636426,,0.687521024,-0.183374355,0.32161662,0.400167209,0.555966358,-0.314260429,,,,,,,2022
13580,Steven Okert,1.463906935,,,,,,,,-0.100227166,-0.571098736,0.033398402,0.836858128,0.8771928,0.387783506,2022
17359,Josh Taylor,1.45578781,,,,,,,,-0.208317899,-0.571098736,0.033398402,0.855150725,0.165700503,1.180954815,2022
20370,Bruce Zimmermann,1.435653815,,,,,,,,1.326570512,1.092383832,0.931989542,-0.699720038,-0.545791795,-0.669778238,2022
sa869798,Robert Suarez,1.428089655,,,,,,,,-0.165081605,-0.571098736,-0.116366787,0.489298781,0.610383189,1.180954815,2022
6012,Didi Gregorius,1.396160461,327,0.308748122,0.319296575,0.670714201,0.280546471,-0.031220261,-0.151924647,,,,,,,2022
19345,Daulton Jefferies,1.379398413,,,,,,,,0.980680166,0.379462731,0.439903918,-0.315575496,0.432510114,-0.53758302,2022
19252,Cavan Biggio,1.377761648,298,0.653087124,0.319296575,0.426345894,0.496916182,-0.663575081,0.145690953,,,,,,,2022
11442,Gary Sánchez,1.355011528,226,0.446483723,1.123570062,0.705623959,0.324718176,-1.566939109,0.321554717,,,,,,,2022
14374,Tyler Glasnow,1.351767828,329,,,,,,,-1.008189324,-0.333458369,-0.907982791,1.970999155,2.300177395,-0.669778238,2022
17594,Mitch Keller,1.346714932,,,,,,,,1.456279391,0.617103098,1.124544786,-0.589964455,-0.723664869,-0.53758302,2022
sa876320,Jeremy Peña,1.342240377,,0.377615923,0.41983076,0.356526378,0.299188059,0.013947941,-0.124868684,,,,,,,2022
16424,Jordan Luplow,1.308768836,,0.136578622,0.319296575,0.216887345,0.156729665,-0.302229469,0.781506099,,,,,,,2022
16219,J.D. Davis,1.304480824,,-0.070024779,0.017694017,-0.06239072,0.090673575,0.601134559,0.727394172,,,,,,,2022
19600,Bryan De La Cruz,1.304321094,,0.067710821,-0.183374355,0.042338555,0.161026309,1.097984775,0.118634989,,,,,,,2022
21690,Edward Cabrera,1.300835457,,,,,,,,0.418608353,0.379462731,0.568274081,0.306372809,0.165700503,-0.53758302,2022
19339,Nicky Lopez,1.297093933,,0.894124425,-0.786579471,0.147067829,0.547428679,1.052816573,-0.557764102,,,,,,,2022
16703,Julian Merryweather,1.294849829,,,,,,,,-0.165081605,-0.571098736,-0.09497176,0.599054364,0.610383189,0.916564378,2022
sa3005315,Hunter Greene,1.281652687,331,,,,,,,0.656407966,0.617103098,0.71803927,-0.205819913,0.165700503,-0.669778238,2022
19754,Reiver Sanmartin,1.27732108,,,,,,,,0.50508094,0.617103098,0.332928782,0.105154239,0.25463704,-0.53758302,2022
3132,Tony Watson,1.275530122,,,,,,,,-0.100227166,-0.571098736,-0.24473695,0.397835795,0.8771928,0.916564378,2022
6661,Alex Colomé,1.262069502,318,,,,,,,0.072718007,-0.571098736,-0.116366787,-0.169234719,-0.456855258,2.502906995,2022
10071,Jothan Villar,1.251422532,307,0.480917623,0.118228203,0.147067829,0.304536466,0.284957149,-0.084284738,,,,,,,2022
11632,Heath Hembree,1.228868998,,,,,,,,0.051099861,-0.571098736,0.332928782,-0.461916274,0.432510114,1.445345251,2022
4418,Jed Lowrie,1.228838894,,0.171012522,0.017694017,0.356526378,0.257542131,0.239788948,0.186274899,,,,,,,2022
21205,Connor Brogdon,1.224130749,,,,,,,,-0.035372726,-0.571098736,-0.009391652,0.269787614,0.521446652,1.048759596,2022
17278,Bobby Bradley,1.219523578,,0.412049823,1.023035876,0.740533717,0.306951219,-1.341098102,0.078051044,,,,,,,2022
3269,Robinson Canó,1.192449598,,-0.035590879,-0.082840169,0.112158071,0.059136019,0.872143768,0.26744279,,,,,,,2022
20302,David Peterson,1.192134724,,,,,,,,0.288899474,0.854743465,0.204558619,0.525883975,-0.012172572,-0.669778238,2022
9774,Christian Vázquez,1.187893691,241,0.377615923,-0.082840169,0.391436136,0.327615782,0.555966358,-0.381900338,,,,,,,2022
15684,Miguel Castro,1.186300359,,,,,,,,0.007863568,-0.571098736,0.140373538,0.928321114,-0.36791872,1.048759596,2022
15594,Nick Wittgren,1.18356763,,,,,,,,-0.078609019,-0.571098736,-0.116366787,0.288080212,0.8771928,0.78436916,2022
19926,Tony Santillan,1.167738427,,,,,,,,0.159190594,-0.333458369,0.375718836,0.105154239,0.076763966,0.78436916,2022
22276,Dylan Coleman,1.167068516,,,,,,,,-0.273172339,-0.571098736,-0.116366787,1.129539683,0.610383189,0.387783506,2022
19349,Caleb Ferguson,1.154478685,,,,,,,,-0.554208245,-0.571098736,-0.351712086,1.80636578,0.966129337,-0.140997366,2022
6345,Chris Archer,1.148259209,,,,,,,,0.829353139,0.854743465,0.825014406,-0.589964455,-0.101109109,-0.669778238,2022
20493,Seth Beer,1.139817287,,-0.001156979,0.017694017,0.112158071,0.084298218,0.375293552,0.551530408,,,,,,,2022
16401,Yonny Chirinos,1.132646449,,,,,,,,0.202426887,0.379462731,0.012003375,0.288080212,0.788256263,-0.53758302,2022
16610,J.P. Feyereisen,1.131454474,,,,,,,,0.029481714,-0.571098736,0.05479343,0.23320242,-0.456855258,1.841930905,2022
sa3008130,Grayson Rodriguez,1.128988201,338,,,,,,,-0.165081605,0.141822364,-0.030786679,0.708809947,1.144002412,-0.669778238,2022
18325,Taylor Hearn,1.12647703,,,,,,,,1.240097925,0.854743465,1.01756965,-0.681427441,-0.634728332,-0.669778238,2022
19716,Dustin May,1.120285429,330,,,,,,,-0.856862298,-0.333458369,-0.779612628,1.861243572,1.766558172,-0.53758302,2022
16535,Danny Jansen,1.097815653,,0.205446422,0.41983076,0.216887345,0.110214571,-0.392565872,0.538002426,,,,,,,2022
13675,Tyrone Taylor,1.075178911,,0.067710821,0.218762389,0.251797104,0.043429628,0.104284343,0.389194626,,,,,,,2022
15941,Austin Nola,1.068274696,337,-0.035590879,-0.183374355,0.181977587,0.155292317,0.736639163,0.213330862,,,,,,,2022
14078,Michael Wacha,1.045443713,,,,,,,,1.067152752,0.617103098,0.889199488,-0.846060815,-0.012172572,-0.669778238,2022
12649,Alex Dickerson,0.991207919,,-0.17332648,0.017694017,-0.097300478,-0.111219048,0.465629955,0.889729954,,,,,,,2022
13273,Ross Stripling,0.978369081,,,,,,,,0.418608353,0.141822364,0.311533755,-0.187527316,0.699319726,-0.405387802,2022
22810,Roansy Contreras,0.976788644,,,,,,,,0.094336154,0.379462731,0.05479343,0.507591378,0.610383189,-0.669778238,2022
17169,José Castillo,0.970142685,,,,,,,,-1.116280057,-0.571098736,-1.036352954,2.46489928,1.766558172,-0.53758302,2022
17796,Dillon Tate,0.964289247,,,,,,,,0.115954301,-0.571098736,-0.116366787,0.013691253,0.076763966,1.445345251,2022
19334,Yadiel Herndez,0.92969213,,0.033276921,0.017694017,0.077248313,0.032175659,0.555966358,0.213330862,,,,,,,2022
6902,Martín Pérez,0.922883777,,,,,,,,1.175243485,1.092383832,0.675249216,-0.626549649,-0.723664869,-0.669778238,2022
sa3008653,Cody Morris,0.920738082,,,,,,,,-0.078609019,-0.095818002,0.033398402,0.635639559,0.699319726,-0.273192584,2022
27506,Ha-Seong Kim,0.913271096,,0.343182023,0.017694017,0.356526378,0.193981311,0.059116142,-0.057228774,,,,,,,2022
14894,Tony Kemp,0.906540262,,0.549785424,-0.384442727,0.042338555,0.46654638,0.330125351,-0.09781272,,,,,,,2022
19294,Nick Solak,0.899214979,,0.171012522,-0.082840169,0.077248313,0.162832565,0.601134559,-0.030172811,,,,,,,2022
19844,Abraham Toro,0.883978903,,0.205446422,0.017694017,0.216887345,0.162335603,0.149452545,0.132162971,,,,,,,2022
17264,Sam Coonrod,0.848462183,,,,,,,,-0.186699752,-0.571098736,-0.09497176,0.397835795,0.25463704,1.048759596,2022
17954,Sam Hilliard,0.833607481,,0.205446422,0.620899132,0.251797104,0.083957206,-0.663575081,0.335082699,,,,,,,2022
13801,Austin Adams,0.833254518,,,,,,,,-0.251554192,-0.571098736,0.097583484,0.653932156,-0.012172572,0.916564378,2022
20202,Brandon Marsh,0.832134303,,0.515351523,-0.183374355,0.147067829,0.33744917,0.194620746,-0.178980611,,,,,,,2022
sa917947,Nick Lodolo,0.803745943,,,,,,,,0.094336154,0.379462731,0.140373538,0.160032031,0.699319726,-0.669778238,2022
21052,Luis Gil,0.783496605,,,,,,,,0.461844647,0.379462731,0.760829325,0.086861642,-0.36791872,-0.53758302,2022
3237,T.J. McFarland,0.7758707,,,,,,,,-0.078609019,-0.571098736,-0.458687222,0.672224753,-0.101109109,1.313150033,2022
13265,Mike Zunino,0.775496349,287,0.308748122,1.224104248,0.635804443,0.145704844,-1.792780116,0.253914808,,,,,,,2022
19950,Andrés Giménez,0.769628507,,0.377615923,0.118228203,0.147067829,0.241996765,0.104284343,-0.219564556,,,,,,,2022
14375,Amir Garrett,0.76627686,,,,,,,,-0.013754579,-0.571098736,0.225953647,-0.041186538,-0.278982183,1.445345251,2022
27458,Kwang Hyun Kim,0.74785607,,,,,,,,-0.100227166,0.141822364,-0.373107113,0.525883975,0.165700503,0.387783506,2022
17022,Edmundo Sosa,0.733983509,,0.102144721,-0.283908541,-0.027480962,0.101257333,0.872143768,-0.030172811,,,,,,,2022
23378,Jose Barrero,0.724056473,347,-0.001156979,-0.082840169,0.042338555,0.014530084,0.510798156,0.240386826,,,,,,,2022
11489,Michael A. Taylor,0.713678005,,0.480917623,0.218762389,0.461255652,0.308871527,-0.211893067,-0.54423612,,,,,,,2022
10762,Corey Dickerson,0.699732712,,-0.070024779,-0.283908541,-0.097300478,-0.015900796,1.007648372,0.159218935,,,,,,,2022
12147,Nick Ahmed,0.686181741,,0.584219324,-0.082840169,0.565984927,0.4380025,-0.166724865,-0.652459975,,,,,,,2022
5615,Ryan Brasier,0.673241662,,,,,,,,0.029481714,-0.571098736,-0.030786679,-0.187527316,-0.012172572,1.445345251,2022
15482,Aristides Aquino,0.656187145,,0.033276921,0.620899132,0.181977587,-0.009000854,-0.844247886,0.673282245,,,,,,,2022
5913,Leury García,0.65525725,,0.446483723,-0.484976913,0.077248313,0.193898607,0.872143768,-0.449540247,,,,,,,2022
11760,Drew Smyly,0.609098624,,,,,,,,0.829353139,0.617103098,0.71803927,-0.827768218,-0.190045646,-0.53758302,2022
17425,Erick Fedde,0.605167184,,,,,,,,1.002298312,0.854743465,0.611064135,-0.736305232,-0.456855258,-0.669778238,2022
5222,Justin Upton,0.597518993,,0.239880322,0.620899132,0.32161662,0.118264108,-0.889416088,0.186274899,,,,,,,2022
22051,John King,0.597412802,,,,,,,,-0.121845312,-0.571098736,-0.266131977,0.69051735,0.610383189,0.255588288,2022
9627,Yan Gomes,0.592512992,,-0.035590879,0.118228203,0.112158071,-0.019402523,0.284957149,0.132162971,,,,,,,2022
19262,Garrett Hampson,0.57721836,,0.412049823,-0.082840169,-0.097300478,0.126524535,0.330125351,-0.111340702,,,,,,,2022
13549,Richard Rodríguez,0.557918526,,,,,,,,-0.035372726,-0.571098736,-0.159156842,-0.205819913,0.8771928,0.652173942,2022
18323,Josh Sborz,0.524877804,,,,,,,,-0.143463459,-0.571098736,0.012003375,0.544176573,-0.101109109,0.78436916,2022
17755,Drew Smith,0.489461555,,,,,,,,-0.100227166,-0.571098736,-0.116366787,0.324665406,0.432510114,0.519978724,2022
19599,Chas McCormick,0.4832949,,0.136578622,0.118228203,0.147067829,-0.019522464,-0.031220261,0.132162971,,,,,,,2022
18383,Mike Soroka,0.471943888,333,,,,,,,0.094336154,0.617103098,-0.180551869,0.178324628,0.432510114,-0.669778238,2022
7410,J.A. Happ,0.467808939,,,,,,,,0.937443872,1.092383832,0.525484026,-1.138742371,-0.278982183,-0.669778238,2022
9817,Sergio Romo,0.46737581,,,,,,,,-0.078609019,-0.571098736,-0.073576733,-0.333868094,0.343573577,1.180954815,2022
19200,José Quijada,0.462549895,,,,,,,,-0.208317899,-0.571098736,0.076188457,0.434420989,0.343573577,0.387783506,2022
16153,Austin Slater,0.455581719,,0.033276921,-0.183374355,-0.202029752,-0.037947164,0.375293552,0.470362517,,,,,,,2022
15983,Clint Frazier,0.441646265,,0.067710821,0.218762389,0.077248313,0.135407916,-0.392565872,0.335082699,,,,,,,2022
15823,Zack Littell,0.436257845,,,,,,,,-0.056990872,-0.571098736,-0.030786679,0.452713586,0.25463704,0.387783506,2022
17321,Michael Chavis,0.433060578,,0.205446422,0.218762389,0.286706862,0.081378364,-0.166724865,-0.192508593,,,,,,,2022
18790,Dillon Peters,0.431308361,,,,,,,,0.591553526,0.617103098,0.311533755,-0.315575496,-0.36791872,-0.405387802,2022
19618,Jordan Hicks,0.404768989,,,,,,,,-0.294790485,-0.571098736,-0.266131977,1.074661892,-0.190045646,0.652173942,2022
21479,Nico Hoerner,0.37181617,,-0.001156979,-0.686045285,-0.132210236,0.046383499,1.323825782,-0.178980611,,,,,,,2022
14130,Daniel Vogelbach,0.359792414,,-0.070024779,0.118228203,0.007428797,0.091308517,-0.528070476,0.740922154,,,,,,,2022
19179,Kirby Snead,0.352822008,,,,,,,,-0.554208245,-0.571098736,-0.480082249,1.623439808,0.343573577,-0.008802148,2022
15191,Chad Pinder,0.332982411,,0.274314222,0.319296575,0.391436136,0.19921011,-0.482902275,-0.368372356,,,,,,,2022
7432,Jay Jackson,0.325024572,,,,,,,,-0.294790485,-0.571098736,-0.052181706,0.379543198,0.343573577,0.519978724,2022
5114,Jeurys Familia,0.324980969,,,,,,,,-0.056990872,-0.571098736,0.05479343,0.306372809,-0.456855258,1.048759596,2022
sa3008163,Matthew Liberatore,0.324099621,,,,,,,,0.267281327,0.617103098,-0.030786679,-0.114356927,0.25463704,-0.669778238,2022
20418,Josh Fleming,0.32186177,,,,,,,,0.526699087,-0.333458369,0.012003375,0.269787614,-0.012172572,-0.140997366,2022
10745,Trevor Rosenthal,0.313212193,,,,,,,,-0.381263072,-0.571098736,-0.116366787,1.001491503,0.521446652,-0.140997366,2022
15937,Aledmys Díaz,0.308006338,,-0.13889258,-0.082840169,0.077248313,-0.064134261,0.465629955,0.05099508,,,,,,,2022
10815,Jurickson Profar,0.28554381,,0.480917623,-0.082840169,0.251797104,0.324383316,-0.347397671,-0.341316393,,,,,,,2022
11801,Hansel Robles,0.266863108,,,,,,,,-0.013754579,-0.571098736,0.118978511,-0.169234719,-0.278982183,1.180954815,2022
9460,Dan Straily,0.258551872,,,,,,,,0.721262406,0.617103098,0.439903918,-1.102157176,-0.012172572,-0.405387802,2022
15015,Alex Reyes,0.255360812,341,,,,,,,-0.554208245,-0.571098736,-0.373107113,1.202710072,-0.101109109,0.652173942,2022
20070,Bailey Falter,0.244596536,,,,,,,,-0.273172339,-0.333458369,-0.266131977,0.160032031,0.966129337,-0.008802148,2022
20308,Jake Meyers,0.238551289,,0.136578622,0.017694017,0.181977587,0.013221806,0.013947941,-0.124868684,,,,,,,2022
sa3008536,Steven Kwan,0.22818603,,-0.27662818,-0.585511099,-0.376578543,-0.232588574,1.323825782,0.375666644,,,,,,,2022
16400,Reyldo López,0.223111402,,,,,,,,0.224045034,-0.095818002,0.204558619,-0.004601344,0.432510114,-0.53758302,2022
sa3011526,George Kirby,0.216845055,,,,,,,,-0.143463459,0.379462731,-0.266131977,0.306372809,0.610383189,-0.669778238,2022
13834,Alec Mills,0.214199577,,,,,,,,1.045534606,0.617103098,0.397113864,-1.028986788,-0.278982183,-0.53758302,2022
21197,Darien Núñez,0.209411156,,,,,,,,-1.051425617,-0.571098736,-0.972167873,1.440513836,2.033367784,-0.669778238,2022
10059,Max Stassi,0.209403731,,0.239880322,0.41983076,0.251797104,0.16314773,-0.753911484,-0.111340702,,,,,,,2022
8623,Donovan Solano,0.208791304,,-0.345495981,-0.484976913,-0.341668785,-0.233032083,1.414162185,0.19980288,,,,,,,2022
sa3006892,Alek Thomas,0.203542252,,-0.17332648,-0.484976913,-0.341668785,-0.206856551,1.007648372,0.402722608,,,,,,,2022
19278,Vladimir Gutierrez,0.200415123,,,,,,,,1.304952365,1.567664565,0.803619379,-1.815568468,-0.990474481,-0.669778238,2022
12434,Kevin Pillar,0.191237162,,-0.001156979,0.017694017,0.077248313,-0.116748581,0.284957149,-0.070756756,,,,,,,2022
6893,Johnny Cueto,0.175743206,,,,,,,,0.678026113,0.617103098,0.332928782,-0.681427441,-0.101109109,-0.669778238,2022
5448,Jesse Chavez,0.17426134,,,,,,,,-0.078609019,-0.333458369,-0.116366787,0.324665406,0.25463704,0.12339307,2022
21366,Glenn Otto,0.160050488,,,,,,,,0.24566318,0.379462731,0.247348674,-0.297282899,0.25463704,-0.669778238,2022
11426,Drew Pomeranz,0.151210466,,,,,,,,-0.662298978,-0.571098736,-0.522872303,1.440513836,0.343573577,0.12339307,2022
3192,Will Harris,0.150079924,,,,,,,,-0.143463459,-0.571098736,-0.09497176,0.141739434,0.165700503,0.652173942,2022
14527,Jorge López,0.145363875,,,,,,,,-0.035372726,-0.333458369,-0.052181706,-0.205819913,-0.012172572,0.78436916,2022
17859,Adbert Alzolay,0.125767884,296,,,,,,,0.094336154,0.379462731,0.097583484,-0.297282899,0.521446652,-0.669778238,2022
16587,Erik Swanson,0.117860344,,,,,,,,-0.359644925,-0.333458369,-0.308922032,0.251495017,0.8771928,-0.008802148,2022
19362,Keegan Akin,0.115842839,,,,,,,,0.980680166,0.854743465,0.739434298,-1.065571982,-0.723664869,-0.669778238,2022
5358,José Álvarez,0.091785617,,,,,,,,-0.143463459,-0.571098736,-0.39450214,0.781980336,-0.101109109,0.519978724,2022
7007,Yadier Moli,0.066000447,266,0.067710821,-0.082840169,0.426345894,0.116982599,0.284957149,-0.747155848,,,,,,,2022
